16 22106 83718
0 0     -3.859900e+02 3.871200e+02
1.9993713747996971e+01
-5.0427199727480449e+01
3.6839788427661810e+00
2.0694060311145353e+01
-5.0524690263570747e+01
1.0066286295523605e+01
6.2049068515147718e+00
-2.5479450305344280e+01
9.9561705420032443e+00
3.6704290759159792e+00
-2.0704015363072276e+01
1.1781257647833737e+01
8.6903142494145378e+00
-3.0601317926106013e+01
1.1928079379769105e+01
9.7470459501936855e+00
-3.2880366471590285e+01
1.3318532179494321e+01
1.0275245063868546e+01
-3.4415414334751965e+01
1.3673733367689497e+01
5.9264172845548089e+00
-2.6381940638298492e+01
6.2956305850382259e+00
2.0845930355206018e+01
-5.3007789974983581e+01
1.2942648307678725e+01
1.0616112531973741e+01
-3.5484603834108036e+01
1.7217513749437096e+01
2.0050591652596250e+01
-5.4800048523486367e+01
1.7217513749437096e+01
2.0050591652596250e+01
-5.4800048523486367e+01
1.0163046717611644e+01
4.5371509906219751e+00
-2.3618502732723535e+01
-2.0348267329273120e+00
1.7753052289191285e+01
-4.6592692147146082e+01
1.0152914910724352e+01
4.2724555038085557e+00
-2.3315735739765749e+01
1.2244511872214025e+01
7.2248821382723385e+00
-3.0518856818469409e+01
-1.2618206893184006e+01
1.5059911049640853e+01
-4.0253193745800665e+01
1.1670304524843653e+01
1.0166065005291523e+01
-3.6073358516897024e+01
-1.2477802584081847e+01
1.4580822201469589e+01
-3.9449744070348409e+01
1.0381212784282958e+01
4.1224547937099398e+00
-2.5407312076694406e+01
1.2483088012387135e+01
5.6210715060261531e+00
-2.9344343696499756e+01
1.2455314624475260e+01
5.5193059038007668e+00
-2.9504262027676628e+01
-7.5857107914140585e+00
1.4872145394641379e+01
-4.4295239995352723e+01
1.1572165722256154e+01
8.4683867064960285e+00
-3.5567601598988048e+01
1.0368653384311099e+01
2.3668811844527626e+00
-2.2281477845772134e+01
1.0675522819680262e+01
4.2858743072276688e+00
-2.6731142258548704e+01
4.5562262451043978e+00
1.6949497630700595e+01
-5.2946454153079600e+01
-6.8702148673598975e+00
1.4680966605913421e+01
-4.4684169478139516e+01
1.2694064845908272e+01
5.3345884587563939e+00
-2.9872207753504824e+01
-8.3519598965879620e+00
1.4406574177775461e+01
-4.3671941213494677e+01
1.3833049782230741e+01
3.6268640846615998e+00
-2.6667735827262522e+01
1.2633113407397959e+01
5.1414390584464043e+00
-2.9690620592606496e+01
-8.9472286413154904e+00
1.4160635234621816e+01
-4.3806207436513418e+01
1.3459659887490121e+01
4.0489219520299082e+00
-2.8117754835093312e+01
-1.2813073339880752e+01
1.3401936498479975e+01
-4.0795537383498065e+01
-1.0241809425658957e+01
1.3808132540835436e+01
-4.3130682488494507e+01
6.9911650967689132e-01
1.5508111136055176e+01
-5.0679680391350622e+01
1.0735761135013746e+01
3.4275916569089113e+00
-2.6240764802585360e+01
-1.3955227546693147e+01
1.3287188576743569e+01
-4.1027387719694815e+01
-1.3084721713334012e+01
1.2894609904310991e+01
-4.0333816180896896e+01
1.0056567414094697e+01
1.7416311479729249e+01
-5.8847396963167704e+01
-1.5316156418154625e+01
1.2577257163352430e+01
-3.8823422155792706e+01
-1.3567864260111534e+01
1.2707931256097263e+01
-3.9844596035856242e+01
-1.3443038957199949e+01
1.2625295234494498e+01
-3.9827768533965852e+01
1.0574260827710541e+01
1.9156895735086503e+00
-2.2998920001556769e+01
-1.2951495700438198e+01
1.2755253718440247e+01
-4.0490557479338399e+01
-1.5006429344326323e+01
1.1792543839533694e+01
-3.9254753114566036e+01
-3.8193881310760944e+00
1.4907471401758716e+01
-5.1001879815645275e+01
-1.1461087049905405e+01
1.2240604927431601e+01
-4.2390941904868939e+01
-1.2628598597150736e+01
1.2390004147579621e+01
-4.2114630339307254e+01
1.3142917176227213e+01
2.5454812626728263e+00
-2.7680035510007702e+01
1.4126271816832061e+01
2.5486468411681851e+00
-2.8167085540546339e+01
1.0881908973823277e+01
1.7343654016681125e+00
-2.5183809479504486e+01
-1.0394448812035562e+00
2.8398945562110338e+00
-2.3287035395590440e+01
7.2217440267668187e-01
1.5207375710184450e+00
-2.0802016241572655e+01
1.0823466813942860e+01
6.9374067385698901e-01
-2.3685644945253546e+01
-1.2527634479021946e+01
1.1357120251409881e+01
-4.2449635687742088e+01
3.6945001269111372e-01
1.4501928082857403e+00
-2.0875198814066959e+01
4.7731633840641402e-01
1.2689147679603696e+01
-5.2059078403295942e+01
9.0516957718335422e-01
1.1272785785111925e+00
-2.0480167080837663e+01
-1.5762355351435701e+01
1.0580452676696519e+01
-3.9680631099082149e+01
-1.1997559525576879e+01
1.1259784666747613e+01
-4.3387814630822646e+01
1.4315341701556639e+01
1.5975595544174288e+00
-2.8789002602494641e+01
-1.2954754853771894e+01
1.1110488295819511e+01
-4.4251533861912648e+01
-2.0833863060961599e+00
9.9178926085096712e+00
-4.5816544303165735e+01
1.4392137454615659e+01
1.0566387534976545e+00
-2.8254211388719511e+01
-1.4723265301488432e+01
1.0260193047956708e+01
-4.1216630558165868e+01
-1.5993172081101813e+01
1.0243564958783500e+01
-4.1399425762122256e+01
1.1345931018450987e+01
-9.8982437832548203e-02
-2.5725007295747741e+01
-2.9766232268498385e+00
3.1471739468632807e+00
-2.7843998311272305e+01
1.4775804735960191e+01
1.1595494816626999e-01
-2.8793621696850416e+01
-2.7763344854265806e+00
2.9083873293461275e+00
-2.7488667596423678e+01
1.4330643910938358e+01
4.0421382267364314e-01
-2.9800978095006197e+01
-1.5536814241389225e+01
9.4167902093623166e+00
-4.2601947316307033e+01
-3.2791545423868618e+00
2.6220952738377217e+00
-2.7066674117911401e+01
-3.5157851864265299e+00
2.4287721694158448e+00
-2.6692560394986067e+01
-1.0729539713237504e+00
1.5800900359290726e-01
-2.1560296359310303e+01
-5.6374762293112946e-01
1.8735901708752323e-01
-2.2058423877936981e+01
-2.0638743288419121e+00
6.3487983724078312e+00
-4.3316070698021370e+01
2.7180673530472887e+00
-1.0839258317411529e+00
-2.0661292810506879e+01
-7.9711905035238084e-01
-2.4951544249116206e-01
-2.1365842805329180e+01
8.2464012505337003e-01
-8.9458478722886803e-01
-2.0552219445723232e+01
4.4600193855370493e-02
-1.3315801375801444e+00
-2.0542168348907719e+01
-1.0220607073225925e+00
-1.0671874338317167e+00
-2.1947850171371869e+01
-9.4347236135726416e+00
3.2712122960678234e+00
-3.6980376756961356e+01
-7.4383970974097335e-01
-1.9469626067757608e+00
-2.1496207358027458e+01
-1.2606730447026315e+00
-2.1034075892260673e+00
-2.0670008733421628e+01
-8.5300277253542245e-01
-2.6899142296960763e+00
-2.0395582018093272e+01
1.3427060675410623e+00
-3.3044516904842895e+00
-1.9999171559032327e+01
-8.4264328753543580e+00
8.0497050786660940e-01
-3.3556530718184057e+01
-4.5740330454816028e-02
-3.0662362324934427e+00
-2.1444518798116579e+01
-3.4649617917797166e+00
-2.1994369452728812e+00
-2.4163505701570369e+01
-3.5259771327152878e+00
-2.1835779022887558e+00
-2.4520786548551062e+01
1.9774406268941627e-01
-3.5376697359598586e+00
-2.0866467262197180e+01
1.6454928494609769e-01
-3.3968083657757986e+00
-2.1763997792595667e+01
-2.0646046887804159e+00
-2.9024430290307159e+00
-2.3956715193633190e+01
-9.2954784418325751e+00
-2.2369808309936348e-01
-3.2782754807353172e+01
5.7089664068289037e-01
-3.8423390577137364e+00
-2.1973671234326254e+01
-7.1123976138053084e+00
-1.0392252354541720e+00
-3.1469482871402601e+01
-2.0601380795808875e+00
-3.4443967462298803e+00
-2.4622285848397812e+01
-1.2421986730770795e+00
-3.8494995211345131e+00
-2.3801257959787424e+01
-1.7906288852009731e+00
-3.6902417577273203e+00
-2.4245438679616278e+01
-8.1235846447545637e+00
-1.8145474741163237e+00
-3.0767592349513986e+01
-7.3546389823395950e+00
-1.8583919934047068e+00
-3.1401247942385087e+01
-9.5370200002801013e+00
-3.0530211932375253e+00
-2.9140351544826650e+01
-7.6608628684887874e+00
-3.7708816114890404e+00
-2.8256073302511137e+01
-7.1393436894981246e+00
-3.9903246098252101e+00
-2.8521571765844161e+01
-6.8674419873073633e+00
-4.7822449462465197e+00
-2.5876603450176880e+01
9.8530787375976736e+00
1.4480061664985744e+01
-2.8507348187448272e+01
-1.2841776458007971e+01
1.9671681968130795e+01
-3.4400963477111198e+01
1.4127313460153886e+01
2.8264627407721495e+01
-5.0147050067051303e+01
1.8577858798133398e+01
2.9323957262575419e+01
-5.2771127804817368e+01
1.8369867854594439e+01
2.9274440490762725e+01
-5.2576081035678733e+01
2.0009747347863094e+00
2.0699337012818606e+01
-4.0003467798816786e+01
1.6986572977119028e+01
2.7419454389634701e+01
-5.3170957207946216e+01
9.2730712157068442e+00
2.4063481881694443e+01
-4.7734955206131318e+01
9.4581480099589115e+00
6.4762850213799208e+00
-2.0909068231900282e+01
2.3523727434102373e+00
2.1474829336008991e+01
-4.4300128524907990e+01
9.5945981760902672e+00
4.6116562402841055e+00
-1.9480148889656981e+01
5.3857597879979959e+00
2.2232532417941627e+01
-4.8194295719450317e+01
-9.3212053945665883e+00
1.7613787188501647e+01
-3.8200950833273879e+01
-1.3117029348913311e+01
1.6752445453810108e+01
-3.5713385390304865e+01
4.1660919463800132e+00
2.0707635556176982e+01
-4.6473834807313686e+01
6.3149181255570443e+00
2.0870079017305152e+01
-4.7746276359709128e+01
1.5977901237658209e+01
2.4208968803949904e+01
-5.4899336888939203e+01
1.2726436625605007e+01
7.4076555790957306e+00
-2.5938844248836151e+01
-9.1938973831121356e+00
1.7246557074886692e+01
-3.8972137263334702e+01
7.3734732032361201e+00
2.0933223486111469e+01
-4.8884836751885956e+01
9.7212987769727270e+00
5.7141150537639085e+00
-2.3126601598747236e+01
7.5236986102806993e+00
1.9672090813248378e+01
-4.9984972905033160e+01
7.4291288615922388e+00
2.0121323559670593e+01
-5.0825115158579472e+01
6.2612591266118320e+00
2.0705781609672808e+01
-5.1475191599038382e+01
-1.1731167780971687e+01
1.6158934163648890e+01
-3.9485391255943021e+01
-3.9569008608339082e+00
1.7315606666843390e+01
-4.4200851826710135e+01
1.0148539547553174e+01
3.6228109687782752e+00
-2.2059561913626570e+01
-7.3494409756027297e+00
1.6043373432179699e+01
-4.3128407337838603e+01
-3.7888699444812977e+00
1.6536292233694926e+01
-4.5234377586771984e+01
1.3028028603093333e+01
5.2351445374295098e+00
-2.7411100831600280e+01
1.0423701305265677e+01
5.3790601739442980e+00
-2.7207448118222811e+01
1.3874443600067744e+01
4.0958848490582360e+00
-2.6204856166381006e+01
1.3108408743272879e+01
4.8200969267497831e+00
-2.7804575294174896e+01
1.0457085170590721e+01
3.8633332415816093e+00
-2.5099616449698402e+01
1.2028185838081075e+01
5.9575626345047823e+00
-3.0355005649369090e+01
-1.1464756465944079e+01
1.3975583727678380e+01
-4.1196401693839100e+01
7.3249400739331314e+00
2.0268303117038624e+01
-6.0840220691386129e+01
1.3071806172507635e+01
3.4675818397811837e+00
-2.5782909121929880e+01
-5.8488990715535960e-01
1.6720931682379490e+01
-5.1772497677688122e+01
1.4983959865924943e+00
1.5578385779564471e+01
-5.2243301727392932e+01
-1.2471150595201861e+01
1.3194774392607471e+01
-4.1657595568176269e+01
-1.5163760113719242e+01
1.2411989866593537e+01
-3.9986367093775868e+01
-1.5285240777247386e+01
1.2083901721828560e+01
-4.0175326769897175e+01
-1.2578014658086222e+01
1.2382790518757911e+01
-4.3152986624623750e+01
1.0914597343552895e+01
8.8392993888016014e-01
-2.4315704548078564e+01
1.4067556510102588e-01
1.2241127553330964e+00
-2.0816384396411831e+01
-1.5421227507980773e+00
3.3558485057262990e+00
-2.6973376745423103e+01
-2.5428682736936241e+00
3.5367424222175430e+00
-2.8013662213992088e+01
-3.4591030981951425e+00
9.2386057868050013e+00
-4.5399389788170240e+01
-1.1383731133524902e+01
1.0268837622529151e+01
-4.4860015619505795e+01
-1.6137602318192659e+01
9.6352241457758403e+00
-4.1544203765179326e+01
-1.3605618944911020e+00
9.1695057943561209e-01
-2.2113347877247719e+01
-6.1891244067764530e+00
8.1058100825531039e+00
-4.3388575584138742e+01
-1.7383137140770404e+00
7.0061866038826004e+00
-4.2508592960405394e+01
-3.3210753336696817e+00
2.5042573859890846e+00
-2.6976211992200877e+01
3.0138701203023417e+00
-6.1253090347681549e-01
-2.0611479360391396e+01
-1.1668409220531093e+00
7.4334283868217783e+00
-4.5052198526999589e+01
4.5109298786904279e+00
-1.1645892631639316e+00
-2.1059613003308090e+01
-3.5297332571536977e+00
5.5920305822994445e+00
-4.0323059779586615e+01
2.2378048414820478e-01
-7.1199873793522250e-01
-2.0555234089902090e+01
1.4043728226293309e+01
-6.2846183472909845e-01
-3.1178263088169579e+01
-7.8874846251189341e+00
5.6862130148360333e+00
-4.0235004286655283e+01
7.3198607044190134e-01
-7.9056477926328339e-01
-2.1402148244179894e+01
1.4543468713284856e+01
-1.3191609344049573e+00
-3.0323579403601677e+01
-1.8552126235268567e+00
-1.0016144784245344e+00
-2.1875361074726186e+01
-4.7052708406298338e+00
2.2550246731745545e+00
-3.5971721968982138e+01
-5.7075143702665763e+00
1.3140479384155406e+00
-3.4165223608043071e+01
-1.4314730809211995e+00
-2.2974488542884601e+00
-2.2205878888639507e+01
-2.8605095139058552e+00
-1.9401761433432472e+00
-2.4350271902563566e+01
-9.0309130896097525e+00
3.4635619360485030e-02
-3.3271173772158527e+01
-2.8691308453085531e+00
-2.7372904779040148e+00
-2.2654718002736292e+01
-6.6763363623552969e+00
-5.3989243200331327e-01
-3.3489593942496022e+01
-9.3414602270488842e+00
-3.9657049088215957e-01
-3.2102195799759571e+01
-7.1628468290380809e+00
-1.0393721667796949e+00
-3.1708132914224983e+01
-3.3743778004592144e+00
-2.6931010820407035e+00
-2.4942639341581160e+01
-2.9336838363674693e+00
-2.7487271186506184e+00
-2.5639806407343293e+01
1.3230802445159557e+00
-4.3068752177472724e+00
-2.1337337265356712e+01
8.9915532953163044e+00
7.7826010411859343e+00
-2.0110515637663404e+01
9.0843060568437739e+00
7.7350299414643500e+00
-2.0445224015056031e+01
9.8249352227904030e+00
2.4543671782245401e+01
-4.9547058226139562e+01
9.4551728533751511e+00
6.8253493398351406e+00
-2.2092441062218047e+01
-1.3603920839513037e+01
1.6599348632813726e+01
-3.5142505348306670e+01
8.6303056576718955e+00
2.2805919124238809e+01
-5.0180879256071137e+01
9.0517115873165253e+00
2.3232165896927256e+01
-5.1532633885451474e+01
9.0517115873165253e+00
2.3232165896927256e+01
-5.1532633885451474e+01
1.4241542621930485e+01
6.4338504699333381e+00
-2.4856640925488986e+01
7.9434728064192663e+00
2.1349597641740697e+01
-5.1003156389321667e+01
1.1070586061189074e+01
2.2617927905127733e+01
-5.6008597907399746e+01
1.7761709768742175e+01
2.1219673494159426e+01
-5.6413240750799574e+01
1.2631349915504707e+01
6.4468894530370280e+00
-2.7553064598750176e+01
1.2082554494940192e+01
7.0413393384381671e+00
-2.8898264831502658e+01
4.5458241931412395e+00
1.8545607603349474e+01
-4.9733735844216390e+01
4.5565145466882750e+00
1.8680851759865909e+01
-5.0465697368214350e+01
1.0233615786633125e+01
5.2765324525944051e+00
-2.5492508802866990e+01
1.0280315620518506e+01
5.0495441829671970e+00
-2.5228328554613963e+01
1.0678330443115902e+01
1.9857419291803282e+01
-5.4912444547774172e+01
1.0224190065498229e+01
2.8563033547173360e+00
-2.2121898415886641e+01
-9.4164349473043440e+00
1.4937954460117401e+01
-4.2323440089578753e+01
5.6027170853188570e+00
1.9609400880785898e+01
-5.8867802632802110e+01
1.2591428460563746e+01
4.3843350459766732e+00
-2.7651686162087636e+01
-1.2104230432923366e+01
1.4124299691923703e+01
-4.2006089238250439e+01
-1.2047550806734945e+01
1.3776554456116527e+01
-4.1118743551800108e+01
1.3376763313437584e+01
3.9430690719364434e+00
-2.8150790859283568e+01
1.2814771138568876e+01
4.6484588020691309e+00
-2.9596137764422700e+01
1.3896906054074329e+01
7.3464073129558614e+00
-3.6544908067422519e+01
-1.2450015791602388e+01
1.3269108041025012e+01
-4.1365712488179163e+01
-1.3876947014463697e+01
1.2805233412837504e+01
-4.0039652789337332e+01
-6.7087231404298846e+00
1.3142450483285749e+01
-4.6908453665801581e+01
-4.5168748918896295e-01
2.0152366854165220e+00
-2.1379765278915887e+01
-4.5168748918896295e-01
2.0152366854165220e+00
-2.1379765278915887e+01
1.4202738708206091e+01
1.8092995838199444e+00
-2.7756057712950906e+01
-4.7161553279850360e-01
9.0963766231100873e+00
-4.4361760443899513e+01
1.0391230490163117e+00
5.0756484994986639e-01
-2.0260132590926901e+01
-3.2841134497653313e+00
2.9716562310404822e+00
-2.7647273113813235e+01
-1.8393701877683692e+00
6.6682342378851587e+00
-4.3791733139178156e+01
-3.1547282715390819e+00
3.5217428585850252e-01
-2.3953717993482666e+01
8.6742491489205864e-01
-2.8291223091062814e+00
-2.0350179133378706e+01
-7.6439332846478196e+00
-4.5327875883171231e-01
-3.2346173458611638e+01
-8.4452733227937049e+00
-7.6992959431600549e-01
-3.2086576149806895e+01
-2.5585953904799146e+00
-3.5360400579438207e+00
-2.4902336736139581e+01
-1.1373306577581458e+01
-1.3988004846988844e+00
-3.1040817063611264e+01
-5.0893272867058414e-01
2.4043093878770968e+01
-4.0583522954971912e+01
-5.0893272867058414e-01
2.4043093878770968e+01
-4.0583522954971912e+01
1.1191851944408656e+01
1.2427398643139909e+01
-3.3841842114977041e+01
1.3045848779134822e+01
2.4383133824344068e+01
-5.6372927978156845e+01
1.2180268319098495e+01
2.3827077653300361e+01
-5.5438515187614748e+01
6.0742199639971490e+00
2.1258070566765518e+01
-5.1367274491532918e+01
1.0121556869979408e+01
2.0617898399844709e+01
-5.1525305027927580e+01
-2.2237230324916948e-01
1.7933098574461219e+01
-4.7696665852190080e+01
4.0392856320560924e+00
1.8151295707661738e+01
-4.9780821645781629e+01
1.3093141766347067e+01
5.6088522170606607e+00
-2.6943329175632357e+01
-6.4968812978667648e-02
1.8019834150295932e+01
-5.1209315659629652e+01
-5.3780263638657235e+00
1.5306171019245662e+01
-4.5615290116728055e+01
1.2523048695451337e+01
4.8333709950741159e+00
-3.0834356279754811e+01
-1.5325293411717137e+01
1.2280222818212586e+01
-4.0267447131978166e+01
-1.2170062035609389e+01
1.1390541286114637e+01
-4.4448750570935573e+01
-4.1261464717984425e-01
9.0926755654388547e+00
-4.5280379326392939e+01
1.3587924915281661e+01
1.2636092975950788e+00
-3.1063404762737665e+01
1.4354351362527749e+01
3.1621256381190116e-01
-2.9584829788033392e+01
1.4354351362527749e+01
3.1621256381190116e-01
-2.9584829788033392e+01
-1.2990919780700644e-01
-3.4753140537896388e-01
-2.0934787952483337e+01
1.4225440767711303e+01
-7.7036822218967682e-01
-3.0636867009193619e+01
1.4488086539195900e+01
-1.0351025647746239e+00
-3.0463073001781332e+01
2.9166939692546565e+00
-4.0945153033498602e+00
-2.0882936374496321e+01
-9.5336986760485303e+00
-1.5655481603281964e+00
-3.0400265821197028e+01
-9.2927625989957967e+00
-1.6934734956073703e+00
-3.1308004198376604e+01
-9.2927625989957967e+00
-1.6934734956073703e+00
-3.1308004198376604e+01
-7.5620133807071497e+00
-2.1130063389122027e+00
-3.1115104579123710e+01
-5.7627732331550474e+00
2.2306661289362292e+01
-3.8455827807531250e+01
3.7760176044366571e+00
1.9512913321847709e+01
-5.1372867860795878e+01
-9.6545758271574265e+00
1.3680415994995498e+01
-4.3988372922393438e+01
1.0835094657590330e+01
2.2087222296882540e+00
-2.6287949843358589e+01
3.2485804817488142e+00
-6.2172218786033817e-01
-2.0711714382854673e+01
-3.7474106825097437e+00
-4.4237222594913633e-01
-2.7738332833956562e+01
-1.6733831860104211e+00
-3.8259503694477774e+00
-2.4212027339186282e+01
-7.8906017787677936e+00
-2.6709305147429414e+00
-2.9484118571903771e+01
1.3090402187340118e+01
5.8488506572357046e+00
-2.7193936766598448e+01
2.7182622208422598e+00
1.7901046018535318e+01
-4.9511001302348774e+01
7.4967947693000178e-02
8.2660921392021780e-01
-2.0670651191316995e+01
1.4973061250390225e+00
2.7146392101816252e-01
-2.0302694029989933e+01
-2.9181582186850434e+00
-7.2040238156617331e-01
-2.2424609082625992e+01
-2.1361660151672139e+00
-1.4366796729679754e+00
-2.1525085308995138e+01
4.5139014980125394e+00
-3.2303924316679353e+00
-2.1163708796675870e+01
2.0438915265066315e+00
-4.6899277963360220e+00
-2.1272073434662939e+01
-4.4514214854045908e-01
-4.0996836675448494e+00
-2.1724604812796027e+01
9.3574134164403677e+00
7.9405530810656124e+00
-2.3366342369405498e+01
8.7077488659851099e+00
2.0163358431441146e+01
-5.0054891419686243e+01
-8.7368734069142686e+00
1.4573414128363428e+01
-4.3706905365306390e+01
-1.1415921878563888e+00
1.0297829726390185e+01
-4.6786048046524478e+01
1.4398904629747465e+01
3.5648595763306656e-01
-2.9005296046674548e+01
-7.5504729064172640e+00
1.8587490972862362e+01
-3.9451694566445326e+01
1.5292388701089211e+01
1.6627856841803169e+01
-4.3759137783314635e+01
6.9477655172224217e+00
2.2764820748547788e+01
-4.6770984055873086e+01
1.6859949245637321e+01
2.5423905070780169e+01
-5.2740833807411498e+01
1.0064051011615662e+01
2.6335463493530189e+00
-2.1882493054500916e+01
6.4828082296189500e+00
1.5836891981477585e+01
-5.2825611099421529e+01
8.9358871991530915e+00
2.4363063555519997e+01
-4.7403552074594479e+01
1.7904805266478320e+01
2.5601040701468168e+01
-5.2441420521555777e+01
5.6994158003903301e+00
2.2781926504702138e+01
-4.7308149870919813e+01
5.6272771150519016e+00
2.2146087295916338e+01
-4.8068735909070064e+01
1.2421292205289690e+01
2.4091247519261987e+01
-5.2533893110867460e+01
1.3359927919056810e+01
2.3732201964494475e+01
-5.3254184224283975e+01
1.7959197595767857e+00
2.0669064643292678e+01
-4.5959861549251919e+01
1.2039022665181458e+01
2.1871282885439321e+01
-5.0597370656763538e+01
1.2408677181063496e+01
5.3653150385779442e+00
-2.4520299115699675e+01
1.2256256436593532e+01
2.2789876524554920e+01
-5.3510807597968018e+01
1.4575269764841360e+01
2.1738418492560655e+01
-5.6439773819053372e+01
1.1385792766355365e+01
9.9854991270630418e+00
-3.5185009029333848e+01
1.2581638073230856e+01
1.0388433189928946e+01
-3.6604767420906747e+01
-7.4306958107416987e-01
1.2621139907732903e+01
-3.6844461432563165e+01
1.9397963890634207e+00
1.7947856028245337e+01
-4.7796582318227095e+01
1.3702926119889407e+01
2.0654961752448098e+00
-2.3871071586358831e+01
1.4592978750970552e+01
2.2018807338378830e+00
-2.4906017723446048e+01
1.4683701983805229e+01
2.0999656200215742e+00
-2.4714253797165192e+01
1.3749075864038820e+01
1.7427305973861931e+00
-2.4499093115405174e+01
1.4059872096570722e+01
1.2348215230764006e+00
-2.3768964039529980e+01
1.2599488818586806e+01
4.2599723306150317e+00
-3.0319377908062513e+01
1.2495125000926381e+01
4.2578488294266092e+00
-3.0524885823412738e+01
1.2944046634926316e+01
3.3776966534171291e+00
-2.9875311629529932e+01
1.3908558917697910e+01
1.0733628252667244e+00
-2.5343500274420869e+01
1.2783882264566463e+01
3.4085555783782304e+00
-3.0414523588083874e+01
1.4091764805328143e+01
3.3850692815923972e-01
-2.5938499815571188e+01
1.4777388336507610e+01
3.2496059528950033e-01
-2.6660182804863773e+01
1.4176881892408959e+01
-6.4215498577293612e-02
-2.6315463434624906e+01
4.4427457184134050e-01
2.6461673718706130e-01
-2.0599140010535219e+01
4.4427457184134050e-01
2.6461673718706130e-01
-2.0599140010535219e+01
1.4800229395922832e+01
-2.5018827011718409e-01
-2.7289350989829892e+01
1.4803327885102849e+01
-3.1527961299510537e-01
-2.7244616779856891e+01
1.4713175734406068e+01
-3.6273854339711403e-01
-2.7708387022804430e+01
1.4845803121796777e+01
-7.5074419781330393e-01
-2.7808544377948230e+01
-5.6355538973770847e-01
7.1682472070662797e+00
-4.2135172629854374e+01
-1.2878698529868355e+00
6.2920695049314235e+00
-4.1152718204714091e+01
1.5056207893966622e+01
-2.6665728461958484e+00
-2.7247870337578714e+01
1.3243724573387222e+01
-2.6883658433866535e+00
-2.8940774797922952e+01
-6.1217796310129788e+00
5.2023400691459427e+00
-3.9486594088934503e+01
1.2576629481135186e+01
-5.7085948120899594e+00
-2.5059014160963287e+01
-1.3835824204561122e-02
-3.7250313972538640e+00
-2.1292615213161717e+01
1.1266474831186802e+01
-7.0564531414782445e+00
-2.3279993210964587e+01
-3.9421679468824955e+00
-7.4223585299184123e+00
-2.2432423958122186e+01
1.1174282379807746e+01
8.6175169640542855e+00
-2.5377185592215625e+01
7.9634737622507519e+00
2.1740892125779133e+01
-4.8065224136366368e+01
1.7145108096562886e+01
2.3094745211839587e+01
-5.3754432284631733e+01
1.8127664255194269e+01
2.0513451777127536e+01
-5.6565022882510924e+01
1.2729565301067849e+01
4.0662282948619328e+00
-2.5907170229457048e+01
1.3043748121129687e+01
9.5614581073210196e+00
-3.6797775906696486e+01
1.1947101707912854e+01
5.6630193835794174e+00
-2.9193273755939874e+01
1.2082182382077516e+01
5.1881194353898632e+00
-3.1216637894952559e+01
1.4330858470981914e+01
7.7538847637132235e-01
-2.3190530518995203e+01
1.2564139412011281e+01
4.4763118820078285e+00
-3.0184959509156290e+01
9.6962244933705417e+00
1.4677241795134890e+01
-5.0912891920937284e+01
9.7825045474375170e+00
1.4973412444475349e+01
-5.1353969937422669e+01
1.3753091561985787e+01
9.8184569141451339e-01
-2.6322440873916392e+01
1.3918654974979802e+01
5.9281616760611999e-01
-2.6214679735440534e+01
1.4384756610995435e+01
-3.3699072432733973e-01
-2.5619942479430879e+01
-5.3186474290889629e+00
1.3543978969456621e+01
-4.8706592684205837e+01
1.4240814938480753e+01
-2.2275485500014966e-01
-2.6529003646241584e+01
1.4717136844617738e+01
-1.9793316022203000e+00
-2.7768566688550393e+01
1.4980499759406229e+01
-2.6289653007018647e+00
-2.7433849710623925e+01
1.4964749538030254e+01
-2.8493811591682845e+00
-2.8127683034091174e+01
1.4787554599514396e+01
-2.6019264062709393e+00
-2.8927027733661681e+01
1.5401418770724714e+01
-3.5136631421031179e+00
-2.6988483865663426e+01
-6.7279807060881742e+00
-4.6029007632540608e-01
-3.2047897919688417e+01
1.7378417677000884e+00
-5.2952205191810133e+00
-2.2045909754648047e+01
-8.8475411446683925e+00
-1.1896569061251503e+00
-3.0734646426797923e+01
3.9026141808945298e+00
-9.0693945714073418e+00
-2.0636779438429130e+01
-6.5724116836129109e+00
-5.4074983861184558e+00
-2.5224487635397153e+01
4.9831784270961341e+00
2.3556876527224173e+01
-4.5711141760405098e+01
8.9177072165569040e+00
2.3489480999239603e+01
-4.8445525518313346e+01
6.7807279786381391e+00
2.2645952421367461e+01
-4.8616215455041726e+01
1.2466846662701258e+01
2.4148968004910579e+01
-5.2294885918227791e+01
1.2512295479013689e+01
6.8711800310504998e+00
-2.6885015962844591e+01
1.3197196595603138e+01
5.7311807323749466e+00
-2.5467177201199402e+01
1.8867856003835119e+01
2.1942651373365930e+01
-5.5096734965725283e+01
1.2021994278946222e+01
5.8406583909013703e+00
-2.6573510816622452e+01
1.3443525847065841e+01
2.7253590098167395e+00
-2.3842903017165021e+01
1.3349145734529788e+01
8.4720426402805682e+00
-3.4746254059098682e+01
1.3475861942510276e+01
2.5479588225326437e+00
-2.4156535146880923e+01
5.3570902832763849e+00
1.8208011852978792e+01
-5.3786123188476516e+01
-1.1354721095604821e+00
1.6499450617721884e+01
-4.8272747044729208e+01
1.4202779674840492e+01
8.7671039881449087e-01
-2.3404296426617691e+01
1.4197733830721083e+01
-2.1797259065146096e-01
-2.6592696399088318e+01
1.4926462580530096e+01
-5.8937431528385498e-01
-2.7149334307330093e+01
1.4585303626750523e+01
-5.0071537405495203e-01
-2.8636700970397069e+01
1.4451321552991445e+01
